,Gebiedscode,meting,date,doy,dop,plastic_6_packringen,plastic_tassen,plastic_kleine_plastic_tasjes,plastic_drankflessen_groterdan_halveliter,plastic_drankflessen_kleinerdan_halveliter,plastic_wikkels_van_drankflessen,plastic_verpakking_van_schoonmaakmiddelen,plastic_voedselverpakkingen_frietbakjes_etc,plastic_cosmeticaverpakkingen,plastic_motorolieverpakking_groterdan50cm,plastic_jerrycans,plastic_kratten,plastic_auto_onderdelen,plastic_doppen_en_deksels,plastic_aanstekers,plastic_speelgoed,plastic_plastic_bekers_of_delen_daarvan,plastic_netzakken,plastic_handschoenen_huishoudelijk,plastic_handschoenen_professioneel,plastic_touw_diameter_groterdan_1cm,plastic_touw_diameter_kleinerdan_1cm,plastic_sportvisspullen,plastic_breekstaafjes,plastic_emmers,plastic_industrieel_verpakkingsmateriaal,plastic_helmen,plastic_geweerpatronen,plastic_schoenen,plastic_plastic_stukjes_0_2_5cm_hard_plastic,plastic_plastic_stukjes_2_5_50cm_hard_plastic,plastic_plastic_stukjes_0_2_5cm_zacht_plastic,plastic_plastic_stukjes_2_5_50cm_zacht_plastic,plastic_overig_plastic,plastic_piepschuim_0_2_5cm,plastic_piepschuim_2_5_50cm,plastic_piepschuim_voedselverpakkingen,plastic_plastic_folies_groterdan_50cm,plastic_hard_plastic_groterdan_50cm,plastic_rietjes,plastic_snoep_snack_chipsverpakking,plastic_piepschuim_groterdan_50cm,plastic_piepschuim_bekers,plastic_bestek,plastic_biofilm_waterfiltertjes,plastic_kitspuiten,plastic_kunststof_band_tiewraps,plastic_lolliestokjes,plastic_motorolieverpakking_kleinerdan50cm,plastic_vuilniszakken,plastic_schrijfwaren,plastic_visdraad,plastic_vuurwerk,plastic_borden_new,plastic_roerstaafjes_new,plastic_bloempotten_new,plastic_plakband_new,rubber_ballonnen,rubber_banden,rubber_overig_rubber,textiel_kleding,textiel_vloerbedekking,textiel_schoeisel,textiel_overig_textiel,papier_tassen,papier_karton,papier_sigarettenverpakking,papier_sigarettenfilters,papier_kartonnen_bekers,papier_kranten,papier_papier_overig,papier_drankkarton,papier_ondefinieerbaar,hout_kurk,hout_pellets,hout_ijsstokjes,hout_kwasten,hout_overig_hout_keinderdan_50cm,hout_overig_hout_groterdan_50cm,metaal_aluminiumfolie,metaal_capsules,metaal_drankblikjes,metaal_elektriciteitsdraad,metaal_oud_ijzer,metaal_kroonkurken,metaal_oliedrum,metaal_omheinigsdraad_prikkeldraad,metaal_spuitbussen,metaal_verfblik,metaal_vislood,metaal_voedselblikken,metaal_wegwerpbarbecues,metaal_overig_metaal_kleinerdan_50cm,metaal_overig_metaal_groterdan_50cm,glas_flessen_pottten,glas_lampen_tl_lampen,glas_overig_glas,sanitair_cosmetica,sanitair_plastic_wattenstaafjes,sanitair_kartonnen_wattenstaafjes,sanitair_vochtige_doekjes,sanitair_condooms,sanitair_maandverband_en_verpakkingen_ervan,sanitair_plastic_kam_borstel,sanitair_tampons_en_tamponapplicators,sanitair_tissues_wc_papier,sanitair_toiletverfrissers,sanitair_overig_sanitair,medisch_verpakkingen,medisch_spuiten,medisch_overig_medisch,granulaat_korrels,sum_plastic,sum_rubber,sum_textiel,sum_papier,sum_hout,sum_metaal,sum_glas,sum_sanitair,sum_medisch,date_lag_1d,date_lag_2d,date_lag_7d,date_lag_14d,date_lag_1m,date_lag_6m,P_1d_sum,P_2d_sum,P_7d_sum,P_14d_sum,P_1m_sum,P_6m_sum,P_1d_max,P_2d_max,P_7d_max,P_14d_max,P_1m_max,P_6m_max,U_1d_max,U_2d_max,U_7d_max,U_14d_max,U_1m_max,U_6m_max,U_1d_mean,U_2d_mean,U_7d_mean,U_14d_mean,U_1m_mean,U_6m_mean,h_2d_max_above_current,h_7d_max_above_current,h_14d_max_above_current,h_1m_max_above_current,h_6m_max_above_current
312,M(136d)R-GENL,3,20190310,69.0,798.0,0.0,0.0,17.0,0.0,9.0,9.0,0.0,9.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,84.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,,17.0,17.0,0.0,17.0,0.0,59.0,67.0,0.0,0.0,0.0,0.0,42.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0.0,0.0,42.0,0.0,9.0,0.0,20190309,20190308,20190303,20190224,20190210,20180910,12.597244609786205,15.606183836797909,37.355143005495165,46.76824155737957,48.698261305581326,340.65513893924947,12.597244609786205,12.603029828411056,14.335173918872778,14.33634078502225,14.32731388226598,28.132129071077255,6.6237640536242335,8.42677214959624,10.130528272562172,10.131758280249162,10.131758280249162,10.368332615853017,6.6237640536242335,7.5124572272619945,7.750487872872848,5.773577350320386,4.5059870497437,4.228061478947971,0.14952364905004314,0.3350693966265477,0.8036460341541545,0.08403563712212761,1.113135195369561
313,M(135a)L-NBNL,3,20190309,68.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,20190308,20190307,20190302,20190223,20190209,20180909,3.2007446797815695,5.870011398864374,30.951604198975815,35.23358561385001,63.51842734543401,329.04788770235245,3.2007446797815695,3.469398531975437,14.260811566689311,14.260811566689311,26.554292435315144,27.703841433428156,8.314884606929741,8.314884606929741,10.000428908419725,10.000428908419725,10.000428908419725,10.322787069929575,8.314884606929741,7.553214196424576,7.918943499780671,5.411276264533904,4.497303148464755,4.25429660319424,0.023798586506610712,0.5455228361160804,0.6386864867250029,0.49070858732533185,1.2197096490585757
314,M(134a)L-NBNL,3,20190314,73.0,802.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,0.0,75.0,13.0,0.0,75.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,75.0,63.0,100.0,225.0,38.0,113.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,13.0,0.0,0.0,0.0,25.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,38.0,0.0,13.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,992.0,0.0,0.0,51.0,26.0,151.0,0.0,50.0,13.0,20190313,20190312,20190307,20190228,20190214,20180914,9.49050649385168,16.987187459482794,40.89905461759889,68.42506385251673,71.75790244588164,361.8700837652397,9.49050649385168,9.712298790031372,12.890831431909893,14.705511934252655,14.694524176511502,27.667402725631494,8.435810781876905,9.356532136305223,9.445638522613804,10.074388716604709,10.074388716604709,10.317872403988966,8.435810781876905,8.896171459091065,7.983205649709687,7.470481865423277,5.210843155184728,4.385733096597891,0.12779085540700494,0.32794352304613283,0.8157993172029137,0.35840414081636446,1.26414778113732
315,M(133a)R-GENL,3,20190221,52.0,781.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,,0.0,0.0,0.0,0.0,9.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,,10.0,8.0,92.0,37.0,7.0,15.0,4.0,0.0,2.0,0.0,1.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,257.0,0.0,0.0,3.0,1.0,5.0,4.0,1.0,1.0,20190220,20190219,20190214,20190207,20190121,20180821,1.2831299923602792,1.2831299923602792,1.4363508524373576,31.92951775912349,72.57185897883186,354.9597833130261,1.2831299923602792,1.2831299923602792,1.317643393647569,26.133461783272267,26.1347236135025,29.665035108135797,3.943163751449669,4.176061929131408,4.917433685303761,9.893826389240006,9.901466952589153,10.075420067702412,3.943163751449669,3.9778305467870116,3.438791497117882,4.511593337247412,4.542584121656657,4.089687852161501,0.0012109219813338991,0.0007515865388032846,0.7899746069678468,1.2093098567114309,1.4550690802681332
316,M(130a)L-NBNL,3,20190310,69.0,798.0,0.0,0.0,5.0,5.0,25.0,0.0,0.0,20.0,,0.0,0.0,0.0,10.0,50.0,5.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0.0,,15.0,60.0,25.0,55.0,195.0,260.0,140.0,25.0,5.0,15.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,10.0,55.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.0,5.0,15.0,20.0,5.0,35.0,0.0,0.0,0.0,20190309,20190308,20190303,20190224,20190210,20180910,12.967710442870542,16.431689247355298,39.00550419394536,48.866897294307485,50.75366574668437,342.32567160051843,12.967710442870542,12.984401935600369,14.795417060857536,14.798241091486606,14.786532798693981,27.45125879363041,6.603973132678387,8.298194554780949,9.912958675788406,9.915319455248056,9.915319455248056,10.291607273355087,6.603973132678387,7.427088346059357,7.622785165028164,5.722305525650481,4.503577410492039,4.293933596258797,0.1211774003065482,0.37441598374974305,0.7641214120355069,0.31390913624522504,1.4739855922755796
317,M(129a)L-NBNL,3,20190216,47.0,776.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,,12.0,6.0,18.0,16.0,4.0,36.0,10.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,0.0,4.0,6.0,3.0,15.0,3.0,1.0,1.0,20190215,20190214,20190209,20190202,20190116,20180816,0.0,0.0,26.015985609281604,44.542263702937305,77.44668747972126,358.4507309463089,0.0,0.0,25.417681792965148,25.417681792965148,25.419205840416794,29.481508161664735,2.8770541109565113,2.906177677175512,6.399199526277714,9.87603818759208,9.88469422615023,10.096980397798472,2.8770541109565113,2.714608702487827,3.7597002938213318,5.0948074871112,4.43494960243147,4.094806722846498,0.00041142351850731576,0.761611313828481,0.9527955662255984,0.8035976361869325,1.5715439981407853
318,M(128b)R-GENL,3,20190225,56.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32.0,2.0,27.0,0.0,0.0,100.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,187.0,3.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,20190224,20190223,20190218,20190211,20190125,20180825,0.0,0.0,1.2420322087920153,1.3859915332700348,68.47494023632534,330.3456944883357,0.0,0.0,1.202833162291393,1.230421946221604,25.53035518999844,29.504368004047755,1.8726468750166936,2.0079599284785616,4.904806752885526,4.905815963673498,9.886623990582033,10.0924824256502,1.8726468750166936,1.906472402336877,3.139693057672069,3.0900835910675934,4.3915195279856745,4.074196371958475,0.0002106848736154331,0.00422735872002441,0.11921064031928341,1.2211760711028452,1.4554787849825521
319,M(128a)R-GENL,3,20190309,68.0,797.0,0.0,0.0,3.0,0.0,9.0,0.0,3.0,17.0,,0.0,0.0,0.0,0.0,50.0,3.0,6.0,14.0,3.0,0.0,0.0,3.0,14.0,0.0,0.0,3.0,0.0,0.0,3.0,,209.0,89.0,223.0,106.0,134.0,5278.0,145.0,0.0,3.0,0.0,31.0,78.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,62.0,14.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6467.0,15.0,0.0,9.0,76.0,12.0,0.0,0.0,0.0,20190308,20190307,20190302,20190223,20190209,20180909,3.5506794009082103,6.3138470930377935,31.758108418417272,35.99055640919714,63.178279312285916,329.27593480120896,3.5506794009082103,3.853435539976252,14.1678790115014,14.1678790115014,25.553050691763566,27.333552412013916,8.236853042657188,8.236853042657188,9.900065972848145,9.900065972848145,9.900065972848145,10.288317060523172,8.236853042657188,7.437357955170853,7.868167815777572,5.383969105169322,4.493246987931839,4.284207575603334,0.07606947016986677,0.5760343226016736,0.6506993880660281,0.8189118920902225,1.6625783507756098
320,M(124a)R-GENL,3,20190302,61.0,790.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,28.0,30.0,1.0,15.0,4.0,195.0,210.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,525.0,0.0,0.0,2.0,16.0,5.0,0.0,4.0,0.0,20190301,20190228,20190223,20190216,20190202,20180902,0.2947444980669876,2.3201814472994466,4.206864219417877,5.547604425745912,49.26674344851619,322.5411227668366,0.2947444980669876,2.0518722024386387,2.648341180736575,2.8287712464388997,24.95087041550968,29.276027490555503,4.782491057073761,4.786161735253057,4.829868704797349,5.0502383784355525,9.860978986535315,10.104117182842302,4.782491057073761,4.19825541581873,2.895650427847231,3.16901248745798,4.1347413113908535,4.110664204650823,0.007697170978745495,0.0762994912820003,0.01386965296214471,1.123512913025002,1.9608047576346268
321,M(122a)L-NBNL,3,20190308,67.0,796.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,5.0,6.0,4.0,0.0,30.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,5.0,1.0,7.0,2.0,0.0,0.0,20190307,20190306,20190301,20190222,20190208,20180908,2.802001773742967,16.593036302029354,28.580998009919877,32.458503593146666,59.57488455795707,325.26013879524197,2.802001773742967,13.797292859519914,13.876669535201296,13.889056854198678,25.144807721885755,27.17103524424032,6.5697264798780415,9.51230542167979,9.854637577365857,9.854637577365857,10.036995968477168,10.268169668999859,6.5697264798780415,8.041015950778915,7.354908103822698,5.0252206846349345,4.5418342219416274,4.263693760173483,0.2820360018995614,0.575814280936208,0.566745353752237,1.185405017395713,1.9256591678899646
322,M(121a)R-GENL,3,20190219,50.0,779.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,10.0,5.0,8.0,8.0,0.0,113.0,28.0,0.0,3.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,239.0,0.0,0.0,0.0,5.0,5.0,13.0,0.0,0.0,20190218,20190217,20190212,20190205,20190119,20180819,0.031997335305021475,0.19288307754844114,0.19288307754844114,41.971908703656965,70.48505830173404,348.500364928991,0.031997335305021475,0.1810798845723745,0.1810798845723745,24.827947689726514,24.82967228418991,29.237248857783545,4.868753411710974,4.871265893194268,4.8803008188201735,9.861471582925471,9.870561101965015,10.110967680283787,4.868753411710974,3.829906687741322,3.2008278037387368,4.902554967560436,4.4404631475614815,4.1066303886724915,0.01364136331416298,0.0010276722180248032,1.292508867679651,1.5785337489615965,1.9876015036430172
323,M(118a)R-GENL,3,20190224,55.0,784.0,0.0,0.0,4.0,0.0,10.0,25.0,10.0,19.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,7.0,0.0,4.0,,4.0,29.0,210.0,169.0,22.0,263.0,132.0,0.0,47.0,0.0,0.0,222.0,0.0,0.0,4.0,0.0,0.0,7.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,13.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,13.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.0,0.0,27.0,43.0,0.0,38.0,16.0,0.0,0.0,20190223,20190222,20190217,20190210,20190124,20180824,0.0,0.0,1.3389306379051837,2.0030830580609185,68.9643165891866,342.8710606883205,0.0,0.0,1.1511199984849831,1.4713001630778362,24.64277306885545,29.129618709925023,1.932682129184478,3.3942099588522767,4.893725444699413,4.955446933445985,9.867066663683142,10.115837723046171,1.932682129184478,2.6634460440183774,3.2685112974764143,3.296246815034727,4.469633332863402,4.10598871216555,0.0012018468266156458,0.012787301830199115,0.6376864266779034,1.9053570132592752,2.019004368234348
324,M(115a)R-GENL,3,20190228,59.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,50.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,0.0,60.0,0.0,100.0,150.0,0.0,190.0,10.0,0.0,165.0,30.0,15.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,35.0,0.0,0.0,10.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,60.0,5.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,910.0,0.0,45.0,55.0,10.0,105.0,0.0,5.0,5.0,20190227,20190226,20190221,20190214,20190128,20180828,1.8029670114393046,1.8029670114393046,1.8330624846362762,3.1739838504797513,54.7101337068993,326.8934580551896,1.8029670114393046,1.8029670114393046,1.8167819964656435,2.1702420446222237,24.650163143419917,29.083128134494046,4.178369055559777,4.191120966521163,4.277381242380125,4.987621386412254,9.885843844802917,10.14834051526706,4.178369055559777,3.2316578577124226,2.4518379864884587,2.967650300718222,4.0167964398886395,4.083142230306743,0.07074227509462387,0.0008254351518598123,0.0015811688687035045,1.204385195783644,2.4672605983102613
325,M(114a)L-NBNL,3,20190224,55.0,784.0,0.0,5.0,0.0,8.0,8.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,18.0,3.0,3.0,8.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,,113.0,148.0,105.0,408.0,23.0,308.0,270.0,0.0,3.0,5.0,3.0,63.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,5.0,38.0,5.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,1550.0,0.0,18.0,18.0,13.0,57.0,38.0,5.0,5.0,20190223,20190222,20190217,20190210,20190124,20180824,0.0,0.0,1.3861089031851694,2.0654998653467,68.9277010460024,342.908673308773,0.0,0.0,1.186705881927561,1.495928574236208,24.623167579458077,29.09344487012236,1.9320073484369624,3.4023589713378546,4.915121475354441,4.977321824421221,9.89340041116078,10.14773769102858,1.9320073484369624,2.667183159887409,3.2819783482762035,3.3117506135348656,4.480954724708351,4.1197086748547465,0.0006349828454917788,0.006526249303770115,0.7627009071018095,2.155395358081233,2.298500644329261
326,M(112a)R-GENL,3,20190310,69.0,798.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,,8.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,72.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,20190309,20190308,20190303,20190224,20190210,20180910,13.542183745735667,17.465883738903216,40.424882344085184,49.85229394311835,51.87862384073329,341.86241617644845,13.542183745735667,13.563767257314101,15.18393853135432,15.188271979661412,15.17888433138189,27.016680801962746,6.442613174342105,8.252168272896084,9.854040347195685,9.857461406478748,9.857461406478748,10.31397983437658,6.442613174342105,7.320951914388773,7.559012288719326,5.690534064221928,4.507433192796022,4.331097361749577,0.11766378486868365,0.5692254002776538,1.0160197883706343,0.8571946570688906,2.6064705921887668
